SYN ID	SYN POS	SYN	SYN TERMS	CONFIDENCE SCORE	GLOSS
603367	a	Synset('argumentative.a.01')	['argumentative']	1	given to or characterized by argument
603804	s	Synset('contentious.s.01')	"['contentious', 'combative', 'disputatious', 'disputative', 'litigious']"	1	"inclined or showing an inclination to dispute or disagree, even to engage in law suits"
604221	s	Synset('eristic.s.01')	"['eristic', 'eristical']"	1	given to disputation for its own sake and often employing specious arguments
604617	a	Synset('convenient.a.01')	['convenient']	1	suited to your comfort or purpose or needs
604897	s	Synset('handy.s.02')	['handy']	1	easy to use
605516	a	Synset('conventional.a.01')	['conventional']	1	following accepted customs and proprieties
605893	s	Synset('received.s.02')	['received']	1	"widely accepted as true or worthy; surveys show otherwise""- Economist"
612114	a	Synset('convergent.a.01')	['convergent']	1	tending to come together from different directions
612652	a	Synset('divergent.a.02')	"['divergent', 'diverging']"	1	tending to move apart in different directions
613068	a	Synset('branchy.a.01')	['branchy']	1	having many branches
614600	s	Synset('well-branched.s.01')	['well-branched']	1	having good branches
615191	s	Synset('credible.s.03')	['credible']	1	appearing to merit belief or acceptance
615757	a	Synset('cooked.a.01')	['cooked']	1	having been prepared for eating by the application of heat
616822	s	Synset('boiled.s.01')	"['boiled', 'poached', 'stewed']"	1	cooked in hot water
616913	s	Synset('braised.s.01')	['braised']	1	cooked by browning in fat and then simmering in a closed container
621524	s	Synset('depraved.s.01')	"['depraved', 'perverse', 'perverted', 'reprobate']"	1	deviating from what is considered moral or right or proper or good
622014	s	Synset('praetorian.s.02')	"['Praetorian', 'Pretorian']"	1	characteristic of or similar to the corruptible soldiers in the Praetorian Guard with respect to corruption or political venality
622581	a	Synset('incorrupt.a.01')	['incorrupt']	1	free of corruption or immorality
622828	s	Synset('antiseptic.s.02')	['antiseptic']	1	clean and honest
623565	a	Synset('antagonistic.a.04')	"['antagonistic', 'incompatible']"	1	used especially of drugs or muscles that counteract or neutralize each other's effect
626800	a	Synset('material.a.02')	['material']	1	derived from or composed of matter
627004	s	Synset('physical.s.03')	['physical']	1	having substance or material existence; perceptible to the senses
627204	s	Synset('physical.s.07')	['physical']	1	concerned with material things
631391	a	Synset('correct.a.01')	"['correct', 'right']"	1	free from error; especially conforming to fact or truth
633410	a	Synset('right.a.05')	"['right', 'correct']"	1	correct in opinion or judgment
633581	s	Synset('right-minded.s.01')	['right-minded']	1	disposed toward or having views based on what is right
639842	a	Synset('courteous.a.02')	['courteous']	1	characterized by courtesy and gracious good manners
640106	s	Synset('chivalrous.s.01')	"['chivalrous', 'gallant', 'knightly']"	1	being attentive to women like an ideal knight
641158	a	Synset('polite.a.01')	['polite']	1	"showing regard for others in manners, speech, behavior, etc."
641343	s	Synset('mannerly.s.01')	"['mannerly', 'well-mannered']"	1	socially correct in behavior
641460	s	Synset('courteous.s.01')	"['courteous', 'gracious', 'nice']"	1	exhibiting courtesy and politeness
644839	a	Synset('credible.a.01')	"['credible', 'believable']"	1	capable of being believed
645169	s	Synset('likely.s.04')	['likely']	1	within the realm of credibility
645281	s	Synset('presumptive.s.02')	['presumptive']	1	affording reasonable grounds for belief or acceptance
646413	a	Synset('credulous.a.01')	['credulous']	1	disposed to believe on little evidence
646691	s	Synset('credible.s.02')	['credible']	1	(a common but incorrect usage where `credulous' would be appropriate) credulous
646890	s	Synset('overcredulous.s.01')	['overcredulous']	1	too credulous for your own good
646981	s	Synset('unquestioning.s.01')	['unquestioning']	1	not inclined to ask questions
648977	a	Synset('judgmental.a.01')	['judgmental']	1	depending on judgment
649228	s	Synset('faultfinding.s.01')	['faultfinding']	1	tending to make moral judgments or judgments based on personal opinions
655136	a	Synset('crowned.a.01')	['crowned']	1	having an (artificial) crown on a tooth
655292	s	Synset('capped.s.01')	['capped']	1	used especially of front teeth having (artificial) crowns
658259	a	Synset('linear.a.02')	"['linear', 'one-dimensional']"	1	of or in or along or relating to a line; involving a single dimension
658513	s	Synset('collinear.s.01')	['collinear']	1	lying on the same line
658942	a	Synset('planar.a.01')	"['planar', 'two-dimensional']"	1	involving two dimensions
659181	s	Synset('coplanar.s.01')	['coplanar']	1	lying in the same plane
663104	a	Synset('uncut.a.04')	['uncut']	1	(of pages of a book) having adjacent leaves still joined at the fore edge
664449	a	Synset('curious.a.02')	['curious']	1	eager to investigate and learn or learn more (sometimes about others' concerns)
676555	a	Synset('cyclic.a.03')	['cyclic']	1	of a compound having atoms arranged in a ring structure
676999	s	Synset('heterocyclic.s.01')	['heterocyclic']	1	containing a closed ring of atoms of which at least one is not a carbon atom
677170	s	Synset('homocyclic.s.01')	"['homocyclic', 'isocyclic']"	1	containing a closed ring of atoms of the same kind especially carbon atoms
681094	a	Synset('undamaged.a.01')	['undamaged']	1	not harmed or spoiled; sound
682932	a	Synset('decent.a.03')	['decent']	1	conforming to conventions of sexual behavior
683185	a	Synset('indecent.a.02')	['indecent']	1	offensive to good taste especially in sexual matters
683910	s	Synset('hollywood.s.02')	['Hollywood']	1	flashy and vulgar
684054	s	Synset('indelicate.s.03')	['indelicate']	1	verging on the indecent
684163	s	Synset('obscene.s.01')	['obscene']	1	designed to incite to indecency or lust
684334	s	Synset('suggestive.s.03')	['suggestive']	1	tending to suggest something improper or indecent
688947	a	Synset('decorous.a.01')	['decorous']	1	characterized by propriety and dignity and good taste in manners and conduct
689215	s	Synset('in_good_taste.s.01')	['in_good_taste']	1	satisfying generally accepted social or esthetic standards
689336	s	Synset('sedate.s.01')	"['sedate', 'staid']"	1	characterized by dignity and propriety
689471	a	Synset('indecorous.a.01')	"['indecorous', 'indelicate']"	1	lacking propriety and good taste in manners and conduct
690058	a	Synset('deep.a.03')	['deep']	1	having great spatial extension or penetration downward or inward from an outer surface or backward or laterally or outward from a center; sometimes used in combination
691141	s	Synset('profound.s.06')	"['profound', 'unfathomed', 'unplumbed', 'unsounded']"	1	situated at or extending to great depth; too deep to have been sounded or plumbed
692762	a	Synset('deep.a.01')	['deep']	1	relatively deep or strong; affecting one deeply
693237	s	Synset('profound.s.04')	['profound']	1	coming from deep within one
695024	a	Synset('undefeated.a.01')	['undefeated']	1	victorious
696518	a	Synset('compliant.a.01')	['compliant']	0.429	disposed or willing to comply
696996	s	Synset('lamblike.s.01')	['lamblike']	1	like a lamb in meekness and gentleness
697089	s	Synset('nonresistant.s.02')	['nonresistant']	1	offering no resistance
697923	a	Synset('well-defined.a.02')	"['well-defined', 'clear']"	1	accurately stated or described
700451	a	Synset('definite.a.01')	['definite']	1	precise; explicit and clearly defined
701479	a	Synset('indefinite.a.01')	['indefinite']	1	vague or not clearly defined or stated
701894	s	Synset('coy.s.02')	['coy']	1	showing marked and often playful or irritating evasiveness or reluctance to make a definite or committing statement
702444	s	Synset('noncommittal.s.01')	['noncommittal']	1	refusing to bind oneself to a particular course of action or view or the like
704609	a	Synset('elated.a.01')	['elated']	1	exultantly proud and joyful; in high spirits
704898	s	Synset('exultant.s.01')	"['exultant', 'exulting', 'jubilant', 'prideful', 'rejoicing', 'triumphal', 'triumphant']"	1	joyful and proud especially because of triumph or success
705336	s	Synset('gladdened.s.01')	"['gladdened', 'exhilarated']"	1	made joyful
705498	s	Synset('high.s.05')	"['high', 'in_high_spirits']"	1	happy and excited and energetic
705616	s	Synset('sublime.s.03')	['sublime']	1	lifted up or set high
705776	s	Synset('uplifted.s.01')	['uplifted']	1	exalted emotionally especially with pride
705891	a	Synset('delicate.a.01')	['delicate']	1	exquisitely fine and subtle and pleasing; susceptible to injury
706311	s	Synset('dainty.s.02')	"['dainty', 'exquisite']"	1	delicately beautiful
707366	a	Synset('rugged.a.01')	['rugged']	1	sturdy and strong in constitution or construction; enduring
711528	a	Synset('undemanding.a.01')	['undemanding']	1	requiring little if any patience or effort or skill
714889	s	Synset('suppliant.s.01')	"['suppliant', 'supplicant', 'supplicatory']"	1	humbly entreating
715140	a	Synset('democratic.a.01')	['democratic']	1	characterized by or advocating or based upon the principles of democracy or social equality
715586	s	Synset('antiauthoritarian.s.01')	['antiauthoritarian']	1	opposed to authoritarianism
715677	s	Synset('classless.s.01')	"['classless', 'egalitarian']"	1	favoring social equality
715830	s	Synset('parliamentary.s.02')	['parliamentary']	1	having the supreme legislative power resting with a body of cabinet ministers chosen from and responsible to the legislature or parliament
716056	s	Synset('parliamentary.s.03')	['parliamentary']	1	in accord with rules and customs of a legislative or deliberative assembly
716211	s	Synset('participatory.s.01')	['participatory']	1	affording the opportunity for individual participation
716370	s	Synset('popular.s.02')	['popular']	1	carried on by or for the people (or citizens) at large
716562	s	Synset('representative.s.03')	['representative']	1	being or characteristic of government by representation in which citizens exercise power through elected officers and representatives
716892	s	Synset('republican.s.02')	['republican']	1	having the supreme power lying in the body of citizens entitled to vote for officers and representatives responsible to them or characteristic of such government
718924	a	Synset('arbitrary.a.01')	['arbitrary']	1	based on or subject to individual discretion or preference or sometimes impulse or caprice
719328	s	Synset('absolute.s.03')	['absolute']	1	not limited by law
719442	s	Synset('capricious.s.02')	"['capricious', 'impulsive', 'whimsical']"	1	determined by chance or impulse or whim rather than by necessity or reason
719819	s	Synset('discretionary.s.01')	"['discretionary', 'discretional']"	1	having or using the ability to act or decide according to your own discretion or judgment
722707	s	Synset('extensional.s.01')	['extensional']	1	defining a word by listing the class of entities to which the word correctly applies
722886	s	Synset('referent.s.01')	['referent']	1	having reference
723786	s	Synset('inferential.s.04')	['inferential']	1	derived or capable of being derived by inference
724081	a	Synset('reliable.a.01')	"['reliable', 'dependable']"	1	worthy of reliance or trust
725772	a	Synset('dependent.a.01')	['dependent']	1	"relying on or requiring a person or thing for support, supply, or what is needed"
730731	a	Synset('partisan.a.01')	"['partisan', 'partizan']"	1	devoted to a cause or party
732960	a	Synset('desirable.a.01')	['desirable']	1	worth having or seeking or achieving
733297	s	Synset('coveted.s.01')	"['coveted', 'desired', 'in_demand', 'sought_after']"	1	greatly desired
733406	s	Synset('delectable.s.02')	"['delectable', 'sexually_attractive']"	1	capable of arousing desire
733541	s	Synset('enviable.s.01')	['enviable']	1	causing envy
733632	s	Synset('plummy.s.01')	['plummy']	1	very desirable
733743	s	Synset('preferable.s.01')	"['preferable', 'preferred']"	1	more desirable than another
737246	a	Synset('preserved.a.02')	['preserved']	1	kept intact or in a particular condition
737515	s	Synset('kept_up.s.01')	"['kept_up', 'maintained', 'well-kept']"	1	kept in good condition
738593	a	Synset('determinable.a.01')	['determinable']	1	capable of being determined or limited or fixed
739022	s	Synset('definable.s.01')	['definable']	1	"capable of being defined, limited, or explained"
741867	a	Synset('developed.a.01')	['developed']	1	being changed over time so as to be e.g. stronger or more complete or more useful
742164	s	Synset('formulated.s.01')	['formulated']	1	devised; developed according to an orderly plan
742879	a	Synset('dextral.a.01')	['dextral']	1	of or on the right
744506	a	Synset('undifferentiated.a.01')	"['undifferentiated', 'uniform']"	1	not differentiated
744669	s	Synset('dedifferentiated.s.01')	['dedifferentiated']	1	having experienced or undergone dedifferentiation or the loss of specialization in form or function
749230	a	Synset('easy.a.01')	['easy']	0.714	posing no difficulty; requiring little effort
749947	s	Synset('clean.s.14')	['clean']	1	without difficulties or problems
750054	s	Synset('cushy.s.01')	"['cushy', 'soft', 'easygoing']"	1	not burdensome or demanding; borne or done easily and without hardship
750296	s	Synset('elementary.s.01')	"['elementary', 'simple', 'uncomplicated', 'unproblematic']"	1	easy and not involved or complicated
750602	s	Synset('hands-down.s.01')	['hands-down']	1	achieved without great effort
750712	s	Synset('painless.s.01')	['painless']	1	requiring little hard work or exertion
750843	s	Synset('simplified.s.01')	['simplified']	1	made easy or uncomplicated
750926	s	Synset('smooth.s.07')	['smooth']	1	lacking obstructions or difficulties
751099	s	Synset('user-friendly.s.01')	['user-friendly']	1	easy to use
751525	a	Synset('dignified.a.01')	['dignified']	1	having or expressing dignity; especially formality or stateliness in bearing or appearance
751838	s	Synset('courtly.s.01')	"['courtly', 'formal', 'stately']"	1	refined or imposing in manner or appearance; befitting a royal court
752110	s	Synset('distinguished.s.02')	"['distinguished', 'grand', 'imposing', 'magisterial']"	1	used of a person's appearance or behavior; befitting an eminent person
753093	a	Synset('statesmanlike.a.01')	"['statesmanlike', 'statesmanly']"	1	marked by the qualities of or befitting a statesman
758459	a	Synset('diplomatic.a.02')	"['diplomatic', 'diplomatical']"	1	using or marked by tact in dealing with sensitive matters or people
758800	s	Synset('politic.s.02')	"['politic', 'smooth', 'suave', 'bland']"	1	smoothly agreeable and courteous with a degree of sophistication
759551	a	Synset('conciliatory.a.02')	"['conciliatory', 'conciliative']"	1	intended to placate
759826	s	Synset('appeasing.s.01')	"['appeasing', 'placating', 'placative', 'placatory']"	1	intended to pacify by acceding to demands or granting concessions
760916	a	Synset('direct.a.01')	['direct']	1	direct in spatial dimensions; proceeding without deviation or interruption; straight and short
761260	s	Synset('door-to-door.s.01')	['door-to-door']	1	(of e.g. journeys or deliveries) direct from point of origin to point of destination
761449	s	Synset('nonstop.s.01')	['nonstop']	1	(of a journey especially a flight) occurring without stops
761592	s	Synset('point-blank.s.02')	['point-blank']	1	close enough to go straight to the target
761734	s	Synset('straightforward.s.04')	['straightforward']	1	pointed directly ahead
761844	s	Synset('undeviating.s.01')	"['undeviating', 'unswerving']"	1	going directly ahead from one point to another without veering or turning aside
762168	s	Synset('through.s.02')	['through']	1	(of a route or journey etc.) continuing without requiring stops or changes
763013	s	Synset('devious.s.03')	"['devious', 'circuitous', 'roundabout']"	1	deviating from a straight course
763633	a	Synset('direct.a.07')	['direct']	1	(of a current) flowing in one direction only
763901	a	Synset('direct.a.03')	['direct']	1	straightforward in means or manner or behavior or language or action
764301	s	Synset('bluff.s.02')	['bluff']	1	bluntly direct and outspoken but good-natured
764484	s	Synset('blunt.s.03')	"['blunt', 'candid', 'forthright', 'frank', 'free-spoken', 'outspoken', 'plainspoken', 'point-blank', 'straight-from-the-shoulder']"	1	characterized by directness in manner or speech; without subtlety or evasion
765173	s	Synset('brutal.s.04')	['brutal']	1	disagreeably direct and precise
765289	s	Synset('flat-footed.s.04')	['flat-footed']	1	without reservation
765410	s	Synset('man-to-man.s.01')	['man-to-man']	1	forthright and honest
765537	s	Synset('no-nonsense.s.01')	['no-nonsense']	1	not tolerating irrelevancies
765666	s	Synset('plain.s.05')	"['plain', 'unvarnished']"	1	free from any effort to soften to disguise
765862	s	Synset('pointed.s.02')	['pointed']	1	direct and obvious in meaning or reference; often unpleasant
766102	s	Synset('square.s.05')	"['square', 'straightforward', 'straight']"	1	without evasion or compromise
766348	s	Synset('upfront.s.01')	['upfront']	1	frank and honest
769239	a	Synset('direct.a.06')	['direct']	1	similar in nature or effect or relation to another quantity
769926	a	Synset('direct.a.05')	['direct']	1	moving from west to east on the celestial sphere; or--for planets--around the sun in the same direction as the Earth
770316	a	Synset('immediate.a.03')	['immediate']	1	having no intervening medium
770480	s	Synset('direct.s.02')	"['direct', 'unmediated']"	1	"having no intervening persons, agents, conditions"
771616	s	Synset('clear.s.17')	"['clear', 'percipient']"	1	characterized by ease and quickness in perceiving
771803	s	Synset('clear-eyed.s.01')	"['clear-eyed', 'clear-sighted', 'perspicacious']"	1	mentally acute or penetratingly discerning
772137	s	Synset('prescient.s.01')	['prescient']	1	perceiving the significance of events before they occur
779374	a	Synset('distinct.a.02')	['distinct']	1	easy to perceive; especially clearly outlined
779819	s	Synset('chiseled.s.01')	"['chiseled', 'well-defined']"	1	having a clean and distinct outline as if precisely cut along the edges
780011	s	Synset('clear.s.09')	"['clear', 'clean-cut', 'clear-cut']"	1	clear and distinct to the senses; easily perceptible
780352	s	Synset('crisp.s.01')	"['crisp', 'sharp']"	1	(of something seen or heard) clearly defined
780575	s	Synset('crystalline.s.02')	['crystalline']	1	distinctly or sharply outlined
780712	s	Synset('defined.s.02')	"['defined', 'outlined']"	1	showing clearly the outline or profile or boundary
780944	s	Synset('knifelike.s.04')	['knifelike']	1	having a sharp or distinct edge
781061	s	Synset('razor-sharp.s.01')	['razor-sharp']	1	very clearly delineated
781644	s	Synset('bleary.s.02')	"['bleary', 'blurred', 'blurry', 'foggy', 'fuzzy', 'hazy', 'muzzy']"	1	indistinct or hazy in outline
788821	a	Synset('submissive.a.01')	['submissive']	1	inclined or willing to submit to orders or wishes of others or showing such inclination
789281	s	Synset('abject.s.04')	['abject']	1	showing humiliation or submissiveness
789392	s	Synset('bowed.s.04')	"['bowed', 'bowing']"	1	showing an excessively deferential manner
789494	s	Synset('meek.s.03')	"['meek', 'spiritless']"	1	evidencing little spirit or courage; overly submissive or compliant
789871	s	Synset('cringing.s.01')	"['cringing', 'groveling', 'grovelling', 'wormlike', 'wormy']"	1	totally submissive
789988	s	Synset('dominated.s.02')	"['dominated', 'henpecked']"	1	harassed by persistent nagging
790086	a	Synset('servile.a.01')	['servile']	1	submissive or fawning in attitude or behavior
790394	s	Synset('bootlicking.s.02')	"['bootlicking', 'fawning', 'sycophantic', 'toadyish']"	1	attempting to win favor by flattery
790540	s	Synset('obsequious.s.02')	['obsequious']	1	attentive in an ingratiating or servile manner
790691	s	Synset('slavish.s.02')	"['slavish', 'subservient', 'submissive']"	1	abjectly submissive; characteristic of a slave or servant
791044	s	Synset('slavelike.s.01')	['slavelike']	1	suitable for a slave or servant
791227	a	Synset('dominant.a.01')	['dominant']	1	exercising influence or control
792769	s	Synset('superior.s.03')	['superior']	1	(sometimes followed by `to') not subject to or influenced by
793426	s	Synset('associate.s.01')	['associate']	1	having partial rights and privileges or subordinate status
793793	a	Synset('dominant.a.02')	['dominant']	1	(of genes) producing the same phenotype whether its allele is identical or dissimilar
794825	a	Synset('dramatic.a.01')	['dramatic']	1	suitable to or characteristic of drama
795078	s	Synset('melodramatic.s.01')	['melodramatic']	1	having the excitement and emotional appeal of melodrama
796047	a	Synset('theatrical.a.02')	['theatrical']	1	suited to or characteristic of the stage or theater
796337	s	Synset('histrionic.s.01')	"['histrionic', 'melodramatic']"	1	characteristic of acting or a stage performance; often affected
796715	s	Synset('stagy.s.01')	"['stagy', 'stagey']"	1	having characteristics of the stage especially an artificial and mannered quality
797299	a	Synset('intoxicated.a.01')	"['intoxicated', 'drunk', 'inebriated']"	1	stupefied or excited by a chemical substance (especially alcohol)
799224	s	Synset('high.s.07')	"['high', 'mellow']"	1	slightly and pleasantly intoxicated from alcohol or a drug (especially marijuana)
800826	a	Synset('sharp.a.09')	['sharp']	1	having or made by a thin edge or sharp point; suitable for cutting or piercing
801328	s	Synset('carnassial.s.01')	['carnassial']	1	(of a tooth) adapted for shearing flesh
801462	s	Synset('chisel-like.s.01')	['chisel-like']	1	resembling a chisel
801539	s	Synset('dagger-like.s.01')	['dagger-like']	1	resembling a dagger
801616	s	Synset('drill-like.s.01')	['drill-like']	1	resembling a drill
801691	s	Synset('edged.s.03')	['edged']	1	having a cutting edge or especially an edge or edges as specified; often used in combination
801874	s	Synset('fang-like.s.01')	['fang-like']	1	resembling a fang
801947	s	Synset('file-like.s.01')	['file-like']	1	resembling a file
802020	s	Synset('incisive.s.02')	['incisive']	1	suitable for cutting or piercing
802179	s	Synset('keen.s.05')	['keen']	1	having a sharp cutting edge or point
802300	s	Synset('knifelike.s.01')	['knifelike']	1	cutting or able to cut as if with a knife
802397	s	Synset('metal-cutting.s.01')	['metal-cutting']	1	hard and sharp enough to cut metal
802514	s	Synset('penetrative.s.02')	"['penetrative', 'penetrating']"	1	tending to penetrate; having the power of entering or piercing
802767	s	Synset('razor-sharp.s.02')	['razor-sharp']	1	as sharp as a razor
802844	s	Synset('sharpened.s.02')	['sharpened']	1	made sharp or sharper
802960	s	Synset('sharp-toothed.s.01')	['sharp-toothed']	1	having sharp teeth
803038	a	Synset('sharp.a.08')	['sharp']	1	keenly and painfully felt; as if caused by a sharp edge or point
803275	s	Synset('acute.s.02')	"['acute', 'intense']"	1	extremely sharp or intense
803432	s	Synset('cutting.s.03')	"['cutting', 'keen', 'knifelike', 'piercing', 'stabbing', 'lancinate', 'lancinating']"	1	painful as if caused by a sharp instrument
803751	s	Synset('fulgurating.s.01')	['fulgurating']	1	sharp and piercing
803846	s	Synset('salt.s.01')	['salt']	1	(of speech) painful or bitter
805115	s	Synset('alive.s.02')	['alive']	1	(often followed by `with') full of life and spirit
806064	s	Synset('burbling.s.01')	"['burbling', 'burbly', 'effusive', 'gushing']"	1	uttered with unrestrained enthusiasm
808191	a	Synset('dynamic.a.01')	"['dynamic', 'dynamical']"	1	characterized by action or forcefulness or force of personality
808822	s	Synset('changing.s.01')	"['changing', 'ever-changing']"	1	marked by continuous change or effective action
810916	a	Synset('eager.a.01')	['eager']	1	having or showing keen interest or intense desire or impatient expectancy
822115	a	Synset('easy.a.03')	['easy']	1	free from worry or anxiety
828779	a	Synset('edible.a.01')	"['edible', 'comestible', 'eatable']"	1	suitable for use as food
829745	a	Synset('educated.a.01')	['educated']	1	possessing an education (especially having more than average knowledge)
832347	a	Synset('operative.a.01')	['operative']	1	being in force or having or exerting force
833018	s	Synset('operational.s.04')	"['operational', 'in_operation', 'operating']"	1	being in effect or operation
834198	a	Synset('effective.a.01')	"['effective', 'effectual', 'efficacious']"	1	producing or capable of producing an intended result or having a striking effect
835122	s	Synset('impelling.s.01')	['impelling']	1	markedly effective as if by emotional pressure
835292	s	Synset('impressive.s.02')	"['impressive', 'telling']"	1	producing a strong effect
838296	a	Synset('effortless.a.01')	['effortless']	1	requiring or apparently requiring no effort
838533	s	Synset('facile.s.02')	['facile']	1	performing adroitly and without effort
838659	s	Synset('unforced.s.02')	"['unforced', 'unstrained']"	1	not resulting from undue effort; not forced
839619	a	Synset('efficient.a.01')	['efficient']	1	being effective without wasting time or effort or expense
839959	s	Synset('businesslike.s.01')	['businesslike']	1	exhibiting methodical and systematic characteristics that would be useful in business
840103	s	Synset('cost-efficient.s.01')	"['cost-efficient', 'cost-effective']"	1	productive relative to the cost
840212	s	Synset('economic.s.03')	"['economic', 'economical']"	1	using the minimum of time or resources necessary for effectiveness
840510	s	Synset('expeditious.s.01')	['expeditious']	1	marked by speed and efficiency
840634	s	Synset('high-octane.s.01')	['high-octane']	1	used of gasoline; having a high octane number
840737	s	Synset('streamlined.s.01')	['streamlined']	1	made efficient by stripping off nonessentials
841403	a	Synset('forceful.a.01')	['forceful']	1	characterized by or full of force or strength (often but not necessarily physical)
842810	s	Synset('sharp.s.12')	['sharp']	1	quick and forceful
844461	s	Synset('fictile.s.03')	"['fictile', 'moldable', 'plastic']"	1	capable of being molded or modeled (especially of earth or clay or other soft material)
849357	a	Synset('elegant.a.01')	['elegant']	0.5	refined and tasteful in appearance or behavior or style
849912	s	Synset('dandified.s.01')	"['dandified', 'dandyish', 'foppish']"	1	affecting extreme elegance in dress and manner
850053	s	Synset('deluxe.s.02')	"['deluxe', 'de_luxe', 'luxe']"	1	elegant and sumptuous
850434	s	Synset('high-class.s.01')	"['high-class', 'high-toned']"	1	pretentiously elegant
850552	s	Synset('exquisite.s.02')	"['exquisite', 'recherche']"	1	lavishly elegant and refined
850648	s	Synset('neat.s.03')	"['neat', 'refined', 'tasteful']"	1	free from what is tawdry or unbecoming
850875	s	Synset('ritzy.s.01')	['ritzy']	1	luxuriously elegant
851744	a	Synset('eligible.a.01')	['eligible']	1	qualified for or allowed or worthy of being chosen
852101	s	Synset('bailable.s.02')	['bailable']	1	eligible for bail
852197	s	Synset('desirable.s.02')	"['desirable', 'suitable', 'worthy']"	1	worthy of being chosen especially as a spouse
852425	s	Synset('entitled.s.01')	['entitled']	1	qualified for by right according to law
852576	s	Synset('in_line.s.02')	['in_line']	1	awaiting something; especially something due
852754	s	Synset('legal.s.05')	['legal']	1	allowed by official rules
852875	s	Synset('pensionable.s.01')	['pensionable']	1	entitled to receive a pension
853776	a	Synset('emotional.a.02')	['emotional']	1	of more than usual emotion
854255	s	Synset('affectional.s.01')	"['affectional', 'affective', 'emotive']"	1	characterized by emotion
854413	s	Synset('bathetic.s.01')	"['bathetic', 'drippy', 'hokey', 'maudlin', 'mawkish', 'kitschy', 'mushy', 'schmaltzy', 'schmalzy', 'sentimental', 'soppy', 'soupy', 'slushy']"	1	effusively or insincerely emotional
854869	s	Synset('cathartic.s.02')	"['cathartic', 'releasing']"	1	emotionally purging (of e.g. art)
854989	s	Synset('charged.s.02')	"['charged', 'supercharged']"	1	fraught with great emotion
855158	s	Synset('funky.s.02')	"['funky', 'low-down']"	1	(of jazz) having the soulful feeling of early blues
855309	s	Synset('het_up.s.02')	['het_up']	1	worked up emotionally by anger or excitement
855565	s	Synset('hot-blooded.s.01')	['hot-blooded']	1	prone to emotion
855670	s	Synset('little.s.08')	['little']	1	small in a way that arouses feelings (of tenderness or its opposite depending on the context)
856011	s	Synset('lyric.s.01')	"['lyric', 'lyrical']"	1	expressing deep emotion
856132	s	Synset('mind-blowing.s.02')	['mind-blowing']	1	intensely affecting the mind or emotions
856325	s	Synset('moody.s.02')	"['moody', 'temperamental']"	1	subject to sharply varying moods
856511	s	Synset('overemotional.s.01')	"['overemotional', 'sloppy']"	1	excessively or abnormally emotional
856651	s	Synset('soulful.s.01')	['soulful']	1	full of or expressing deep emotion
856790	s	Synset('warm-toned.s.01')	['warm-toned']	1	used of music
856860	a	Synset('unemotional.a.01')	['unemotional']	0.333	unsusceptible to or destitute of or showing no emotion
857206	s	Synset('chilly.s.01')	['chilly']	1	not characterized by emotion
857560	s	Synset('impassive.s.01')	"['impassive', 'stolid']"	1	having or revealing little emotion or sensibility; not easily aroused or excited
858053	s	Synset('philosophical.s.02')	"['philosophical', 'philosophic']"	1	characterized by the attitude of a philosopher; meeting trouble with level-headed detachment
858340	s	Synset('phlegmatic.s.01')	"['phlegmatic', 'phlegmatical']"	1	showing little emotion
858558	s	Synset('stoic.s.01')	"['stoic', 'stoical']"	1	seeming unaffected by pleasure or pain; impassive
858780	s	Synset('unblinking.s.01')	['unblinking']	1	showing no visible emotion
859632	s	Synset('experiential.s.02')	"['experiential', 'existential']"	1	derived from experience or the experience of existence
860611	a	Synset('theoretical.a.01')	"['theoretical', 'theoretic']"	1	concerned primarily with theories or hypotheses rather than practical considerations
865471	a	Synset('enchanted.a.01')	['enchanted']	1	influenced as by charms or incantations
865620	s	Synset('beguiled.s.01')	"['beguiled', 'captivated', 'charmed', 'delighted', 'enthralled', 'entranced']"	1	filled with wonder and delight
865765	s	Synset('bewitched.s.01')	"['bewitched', 'ensorcelled']"	1	under a spell
865848	s	Synset('fascinated.s.01')	"['fascinated', 'hypnotized', 'hypnotised', 'mesmerized', 'mesmerised', 'spellbound', 'spell-bound', 'transfixed']"	1	having your attention fixated as though by a spell
866471	a	Synset('encouraging.a.01')	['encouraging']	1	giving courage or confidence or hope
866735	s	Synset('exhortative.s.01')	"['exhortative', 'exhortatory', 'hortative', 'hortatory']"	1	giving strong encouragement
866894	s	Synset('heartening.s.01')	"['heartening', 'inspiriting']"	1	cheerfully encouraging
866987	s	Synset('promotive.s.01')	['promotive']	1	tending to further or encourage
867092	s	Synset('rallying.s.01')	['rallying']	1	rousing or recalling to unity and renewed effort
870303	a	Synset('unburdened.a.01')	['unburdened']	1	not burdened with difficulties or responsibilities
870481	s	Synset('unencumbered.s.02')	['unencumbered']	1	not burdened with cares or responsibilities
871816	a	Synset('endogamous.a.01')	"['endogamous', 'endogamic']"	1	characterized by or fit for fertilization by pollen from another flower of the same kind
873603	a	Synset('energetic.a.01')	['energetic']	1	possessing or exerting or displaying energy
874092	s	Synset('physical.s.05')	['physical']	1	characterized by energetic bodily activity
874920	s	Synset('indefatigable.s.01')	"['indefatigable', 'tireless', 'unflagging', 'unwearying']"	1	showing sustained enthusiastic action with unflagging vitality
876609	a	Synset('enfranchised.a.01')	['enfranchised']	1	endowed with the rights of citizenship especially the right to vote
884007	a	Synset('enlightened.a.01')	['enlightened']	1	having knowledge and spiritual insight
