SYN ID	SYN POS	SYN	SYN TERMS	CONFIDENCE SCORE	GLOSS
1341153	s	Synset('alleviative.s.01')	['alleviative', 'alleviatory', 'lenitive', 'mitigative', 'mitigatory', 'palliative']	-1.000	moderating pain or sorrow by making it easier to bear
1342759	a	Synset('uninterested.a.01')	['uninterested']	-1.000	not having or showing interest
1342949	s	Synset('apathetic.s.02')	['apathetic', 'indifferent']	-1.000	marked by a lack of interest; it is simply indifferent"
1343200	s	Synset('blase.s.02')	['blase', 'bored']	-1.000	uninterested because of frequent exposure or indulgence
1343411	s	Synset('dismissive.s.01')	['dismissive']	-1.000	showing indifference or disregard
1343679	s	Synset('dulled.s.01')	['dulled', 'benumbed']	-1.000	having lost or been caused to lose interest because of overexposure
1351021	a	Synset('introversive.a.01')	['introversive', 'introvertive']	-1.000	directed inward; marked by interest in yourself or concerned with inner feelings
1352067	a	Synset('intrusive.a.01')	['intrusive']	-1.000	tending to intrude (especially upon privacy)
1352561	s	Synset('interfering.s.01')	['interfering', 'meddlesome', 'meddling', 'officious', 'busy', 'busybodied']	-1.000	intrusive in a meddling or offensive manner
1359861	a	Synset('unironed.a.01')	['unironed', 'wrinkled']	-1.000	(of linens or clothes) not ironed
1364008	a	Synset('sorrowful.a.01')	['sorrowful']	-1.000	experiencing or marked by or expressing sorrow especially that associated with irreparable loss
1368192	a	Synset('joyless.a.01')	['joyless']	-1.000	not experiencing or inspiring joy
1370590	a	Synset('unjust.a.02')	['unjust']	-1.000	violating principles of justice
1370864	s	Synset('actionable.s.01')	['actionable']	-1.000	affording grounds for legal action
1371009	s	Synset('wrongful.s.03')	['wrongful']	-1.000	not just or fair
1376894	a	Synset('unknown.a.01')	['unknown']	-1.000	not known
1396047	a	Synset('unlawful.a.02')	['unlawful']	-1.000	contrary to or prohibited by or defiant of law
1401854	a	Synset('illegal.a.01')	['illegal']	-1.000	prohibited by law or by official or accepted rules
1404042	s	Synset('ineligible.s.02')	['ineligible']	-1.000	prohibited by official rules
1405904	a	Synset('biological.a.02')	['biological']	-1.000	of parents and children; related by blood
1406180	s	Synset('natural.s.08')	['natural']	-1.000	related by blood; not adopted
1407465	a	Synset('illegitimate.a.02')	['illegitimate']	-1.000	of marriages and offspring; not recognized as lawful
1407816	s	Synset('base.s.06')	['base', 'baseborn']	-1.000	illegitimate
1410363	a	Synset('unlike.a.01')	['unlike', 'dissimilar', 'different']	-1.000	marked by dissimilarity
1410905	a	Synset('unalike.a.01')	['unalike', 'dissimilar']	-1.000	not alike or similar
1452593	a	Synset('loud.a.01')	['loud']	-1.000	characterized by or producing sound of great volume or intensity
1453719	s	Synset('harsh-voiced.s.01')	['harsh-voiced']	-1.000	having an unusually harsh sound
1453809	s	Synset('loud-mouthed.s.01')	['loud-mouthed']	-1.000	given to loud offensive talk
1454985	s	Synset('dull.s.03')	['dull', 'muffled', 'muted', 'softened']	-1.000	being or made softer or less loud or clear
1460421	a	Synset('hateful.a.01')	['hateful']	-1.000	evoking or deserving hatred
1460679	s	Synset('abominable.s.01')	['abominable', 'detestable', 'execrable', 'odious']	-1.000	unequivocally detestable
1461455	a	Synset('disliked.a.01')	['disliked']	-1.000	regarded with aversion
1461597	s	Synset('dislikable.s.01')	['dislikable']	-1.000	such as to provoke dislike
1461680	s	Synset('unlikable.s.02')	['unlikable', 'unlikeable']	-1.000	difficult or impossible to like
1463137	a	Synset('unloved.a.01')	['unloved']	-1.000	not loved
1463414	s	Synset('bereft.s.01')	['bereft', 'lovelorn', 'unbeloved']	-1.000	unhappy in love; suffering from unrequited love
1475282	a	Synset('unmanageable.a.02')	['unmanageable', 'difficult']	-1.000	hard to control
1475526	s	Synset('indocile.s.01')	['indocile', 'uncontrollable', 'ungovernable', 'unruly']	-1.000	of persons
1475733	s	Synset('uncheckable.s.01')	['uncheckable']	-1.000	incapable of being checked or restrained
1504625	a	Synset('musical.a.03')	['musical']	-1.000	characteristic of or resembling or accompanied by music
1505041	s	Synset('liquid.s.05')	['liquid']	-1.000	smooth and flowing in quality; entirely free of harshness
1505991	a	Synset('melted.a.01')	['melted', 'liquid', 'liquified']	-1.000	changed from a solid to a liquid state
1506258	s	Synset('dissolved.s.01')	['dissolved']	-1.000	(of solid matter) reduced to a liquid form
1506385	s	Synset('fusible.s.01')	['fusible']	-1.000	capable of being melted and fused
1506526	s	Synset('molten.s.01')	['molten', 'liquefied', 'liquified']	-1.000	reduced to liquid form by heating
1506661	s	Synset('thawed.s.01')	['thawed']	-1.000	no longer frozen solid
1507402	a	Synset('merciless.a.01')	['merciless', 'unmerciful']	-1.000	having or showing no mercy
1508719	a	Synset('mild.a.01')	['mild']	-1.000	moderate in type or degree or effect or force; far from extreme
1509066	s	Synset('gentle.s.01')	['gentle', 'soft']	-1.000	soft and mild; not harsh or stern or severe
1509262	s	Synset('mild-mannered.s.01')	['mild-mannered']	-1.000	behaving in or having a mild or gentle manner
1509367	s	Synset('moderate.s.02')	['moderate', 'temperate']	-1.000	not extreme
1514827	a	Synset('involved.a.01')	['involved']	-1.000	connected by participation or association or use
1515280	s	Synset('active.s.04')	['active', 'participating']	-1.000	taking part in an activity
1515525	s	Synset('caught_up.s.01')	['caught_up']	-1.000	having become involved involuntarily
1515692	s	Synset('concerned.s.02')	['concerned', 'interested']	-1.000	involved in or affected by or having a claim to or share in
1516014	s	Synset('embroiled.s.01')	['embroiled', 'entangled']	-1.000	deeply involved especially in something complicated
1516207	s	Synset('engaged.s.02')	['engaged']	-1.000	involved in military hostilities
1516346	s	Synset('implicated.s.01')	['implicated', 'concerned']	-1.000	culpably involved
1516605	s	Synset('neck-deep.s.01')	['neck-deep', 'up_to_my_neck', 'up_to_your_neck', 'up_to_her_neck', 'up_to_his_neck', 'up_to_our_necks', 'up_to_their_necks']	-1.000	deeply involved
1517081	a	Synset('military.a.03')	['military']	-1.000	associated with or performed by members of the armed services as contrasted with civilians
1517317	s	Synset('expeditionary.s.01')	['expeditionary']	-1.000	(used of military forces) designed for military operations abroad
1517526	s	Synset('martial.s.03')	['martial']	-1.000	of or relating to the armed forces
1517632	s	Synset('combatant.s.01')	['combatant']	-1.000	engaging in or ready for combat
1517755	s	Synset('noncombatant.s.02')	['noncombatant']	-1.000	member of armed forces whose duties do not include fighting as e.g. a chaplain or surgeon
1517921	a	Synset('civilian.a.01')	['civilian']	-1.000	associated with civil life or performed by persons who are not active members of the military
1518161	s	Synset('civil.s.01')	['civil']	-1.000	applying to ordinary citizens as contrasted with the military
1518386	a	Synset('military.a.02')	['military']	-1.000	characteristic of or associated with soldiers or the military
1518577	s	Synset('militaristic.s.01')	['militaristic']	-1.000	imbued with militarism
1518694	s	Synset('soldierly.s.01')	['soldierly', 'soldierlike', 'warriorlike', 'martial']	-1.000	(of persons) befitting a warrior
1518860	s	Synset('warlike.s.02')	['warlike', 'martial']	-1.000	suggesting war or military life
1519284	a	Synset('mitigated.a.01')	['mitigated']	-1.000	made less severe or intense
1519580	s	Synset('lessened.s.02')	['lessened']	-1.000	decreased in severity; made less harsh
1519803	a	Synset('unmitigated.a.01')	['unmitigated']	-1.000	not diminished or moderated in intensity or severity; sometimes used as an intensifier
1520908	s	Synset('bodacious.s.01')	['bodacious']	-1.000	incorrigible
1526905	s	Synset('extractable.s.01')	['extractable', 'extractible']	-1.000	capable of being extracted
1534858	s	Synset('extreme.s.02')	['extreme']	-1.000	far beyond a norm in quantity or amount or degree; to an utmost degree
1535082	s	Synset('extreme.s.03')	['extreme']	-1.000	beyond a norm in views or actions
1539642	a	Synset('immodest.a.01')	['immodest']	-0.333	having or showing an exaggerated opinion of your importance, ability, etc
1539887	s	Synset('important.s.05')	['important']	-1.000	having or suggesting a consciousness of high position
1540102	s	Synset('overweening.s.02')	['overweening', 'uppity']	-1.000	presumptuously arrogant
1541013	a	Synset('unmodified.a.01')	['unmodified']	-1.000	not changed in form or character
1542744	a	Synset('diclinous.a.01')	['diclinous']	-1.000	having pistils and stamens in separate flowers
1543633	a	Synset('dioecious.a.01')	['dioecious', 'dioecian']	-1.000	having male and female reproductive organs in separate plants or animals
1549291	a	Synset('immoral.a.01')	['immoral']	-1.000	deliberately violating accepted principles of right and wrong
1549568	s	Synset('debauched.s.01')	['debauched', 'degenerate', 'degraded', 'dissipated', 'dissolute', 'libertine', 'profligate', 'riotous', 'fast']	-1.000	unrestrained by convention or morality
1549964	s	Synset('disgraceful.s.01')	['disgraceful', 'scandalous', 'shameful', 'shocking']	-1.000	giving offense to moral sensibilities and injurious to reputation
1550304	s	Synset('scrofulous.s.02')	['scrofulous']	-1.000	morally contaminated
1569965	a	Synset('natural.a.01')	['natural']	-1.000	in accordance with nature; relating to or concerning nature
1570286	s	Synset('earthy.s.02')	['earthy']	-1.000	not far removed from or suggestive of nature
1570892	a	Synset('natural.a.02')	['natural']	-1.000	existing in or produced by nature; not artificial or imitation
1571181	s	Synset('unbleached.s.01')	['unbleached', 'uncolored', 'undyed']	-1.000	not artificially colored or bleached
1574925	s	Synset('apparitional.s.01')	['apparitional', 'ghostlike', 'ghostly', 'phantasmal', 'spectral', 'spiritual']	-1.000	resembling or characteristic of a phantom
1577771	a	Synset('natural.a.05')	['natural']	-1.000	(of a musical note) being neither raised nor lowered by one chromatic semitone
1587077	a	Synset('nasty.a.01')	['nasty', 'awful']	-1.000	offensive or even (of persons) malicious
1587643	s	Synset('grotty.s.01')	['grotty']	-1.000	very unpleasant or offensive
1587787	s	Synset('hateful.s.02')	['hateful', 'mean']	-1.000	characterized by malice
1589217	a	Synset('ignoble.a.01')	['ignoble']	-1.000	completely lacking nobility in character or quality or purpose
1589650	s	Synset('base.s.05')	['base', 'mean', 'meanspirited']	-1.000	having or showing an ignoble lack of honor or morality
1590044	s	Synset('currish.s.01')	['currish']	-1.000	base and cowardly
1611067	a	Synset('noxious.a.01')	['noxious']	-0.333	injurious to physical or mental health
1611329	s	Synset('baneful.s.01')	['baneful', 'deadly', 'pernicious', 'pestilent']	-1.000	exceedingly harmful
1613463	a	Synset('disobedient.a.01')	['disobedient']	-1.000	not obeying or complying with commands of those in authority
1613839	s	Synset('contrary.s.03')	['contrary', 'obstinate', 'perverse', 'wayward']	-1.000	resistant to guidance or discipline
1614127	s	Synset('fractious.s.01')	['fractious', 'refractory', 'recalcitrant']	-1.000	stubbornly resistant to authority or control
1614372	s	Synset('froward.s.01')	['froward', 'headstrong', 'self-willed', 'willful', 'wilful']	-1.000	habitually disposed to disobedience and opposition
1614558	s	Synset('recusant.s.02')	['recusant']	-1.000	refusing to submit to authority
1624633	a	Synset('offensive.a.05')	['offensive']	-1.000	unpleasant or disgusting especially to the senses
1625063	s	Synset('abhorrent.s.01')	['abhorrent', 'detestable', 'obscene', 'repugnant', 'repulsive']	-1.000	offensive to the mind
1625492	s	Synset('charnel.s.01')	['charnel', 'ghastly', 'sepulchral']	-1.000	gruesomely indicative of death or the dead
1625760	s	Synset('creepy.s.01')	['creepy']	-1.000	annoying and unpleasant
1625893	s	Synset('disgusting.s.01')	['disgusting', 'disgustful', 'distasteful', 'foul', 'loathly', 'loathsome', 'repellent', 'repellant', 'repelling', 'revolting', 'skanky', 'wicked', 'yucky']	-1.000	highly offensive; arousing aversion or disgust
1626440	s	Synset('ghoulish.s.01')	['ghoulish', 'morbid']	-1.000	suggesting the horror of death and decay
1626562	s	Synset('hideous.s.01')	['hideous', 'horrid', 'horrific', 'outrageous']	-1.000	grossly offensive to decency or morality; causing horror
1626874	s	Synset('objectionable.s.01')	['objectionable', 'obnoxious']	-1.000	causing disapproval or protest
1627049	s	Synset('rank.s.02')	['rank']	-1.000	very offensive in smell or taste
1627166	s	Synset('scrimy.s.01')	['scrimy']	-1.000	dirty and disgusting
1627315	s	Synset('verminous.s.01')	['verminous']	-1.000	of the nature of vermin; very offensive or repulsive
1627965	a	Synset('unsavory.a.01')	['unsavory', 'unsavoury', 'offensive']	-1.000	morally offensive
1628200	s	Synset('odoriferous.s.01')	['odoriferous']	-1.000	morally offensive
1628302	a	Synset('offensive.a.03')	['offensive']	-1.000	causing anger or annoyance
1628531	s	Synset('abusive.s.01')	['abusive', 'opprobrious', 'scurrilous']	-1.000	expressing offensive reproach
1629212	s	Synset('antipersonnel.s.01')	['antipersonnel']	-1.000	designed to inflict death or personal injury rather than material destruction
1629349	s	Synset('assaultive.s.01')	['assaultive', 'attacking']	-1.000	disposed to attack
1629493	s	Synset('hit-and-run.s.01')	['hit-and-run', 'tip-and-run']	-1.000	designed for or consisting of a brief attack followed by a quick escape
1629681	s	Synset('incursive.s.01')	['incursive', 'invading', 'invasive']	-1.000	involving invasion or aggressive attack
1629832	s	Synset('marauding.s.01')	['marauding', 'predatory', 'raiding']	-1.000	characterized by plundering or pillaging or marauding
1630033	s	Synset('on_the_offensive.s.01')	['on_the_offensive']	-1.000	actively attacking
1631386	s	Synset('offensive.s.01')	['offensive', 'violative']	-1.000	violating or tending to violate or offend against
1632411	a	Synset('unapologetic.a.01')	['unapologetic']	-1.000	unwilling to make or express an apology
1633591	a	Synset('unofficial.a.01')	['unofficial']	-1.000	not having official authority or sanction
1634027	s	Synset('informal.s.02')	['informal', 'loose']	-1.000	not officially recognized or controlled
1638438	a	Synset('old.a.02')	['old']	-1.000	of long duration; not new
1651469	a	Synset('off.a.01')	['off']	-1.000	not in operation or operational
1651609	s	Synset('disconnected.s.04')	['disconnected']	-1.000	not plugged in or connected to a power source
1652380	a	Synset('open.a.01')	['open', 'unfastened']	-1.000	affording unobstructed entrance and exit; not shut or closed
1652902	a	Synset('open.a.02')	['open']	-1.000	affording free passage or access
1653135	s	Synset('opened.s.02')	['opened']	-1.000	made open or clear
1653231	s	Synset('unstoppered.s.01')	['unstoppered']	-1.000	(of a container) having the stopper removed
1653379	s	Synset('yawning.s.01')	['yawning']	-1.000	gaping open as if threatening to engulf someone or something
1654377	a	Synset('open.a.05')	['open', 'opened']	-1.000	used of mouth or eyes
1654582	s	Synset('agape.s.01')	['agape', 'gaping']	-1.000	with the mouth wide open as in wonder or awe
1654769	s	Synset('agaze.s.01')	['agaze', 'staring']	-1.000	(used of eyes) open and fixed as if in fear or wonder
1654900	s	Synset('wide-eyed.s.02')	['wide-eyed', 'wide']	-1.000	(used of eyes) fully open or extended
1655025	s	Synset('yawning.s.02')	['yawning']	-1.000	with the mouth wide open indicating boredom or sleepiness
1659999	a	Synset('open.a.11')	['open']	-1.000	(set theory) of an interval that contains neither of its endpoints
1661914	a	Synset('inopportune.a.01')	['inopportune']	-1.000	not opportune
1662119	s	Synset('ill-timed.s.01')	['ill-timed', 'unseasonable', 'untimely', 'wrong']	-1.000	badly timed
1662384	s	Synset('inconvenient.s.02')	['inconvenient']	-1.000	not conveniently timed
1662756	a	Synset('opposed.a.01')	['opposed']	-1.000	being in opposition or having an opponent
1662912	s	Synset('conflicting.s.02')	['conflicting']	-1.000	on bad terms
1666275	a	Synset('disorderly.a.01')	['disorderly']	-1.000	undisciplined and unruly
1666489	s	Synset('boisterous.s.01')	['boisterous', 'rambunctious', 'robustious', 'rumbustious', 'unruly']	-1.000	noisy and lacking in restraint or discipline
1666927	s	Synset('mobbish.s.01')	['mobbish', 'moblike']	-1.000	characteristic of a mob; disorderly or lawless
1667110	s	Synset('raucous.s.02')	['raucous', 'rowdy']	-1.000	disturbing the public peace; loud and rough
1667271	s	Synset('rough-and-tumble.s.01')	['rough-and-tumble', 'bare-knuckle', 'bare-knuckled']	-1.000	characterized by disorderly action and disregard for rules
1668250	a	Synset('disordered.a.03')	['disordered', 'unordered']	-1.000	not arranged in order
1668858	a	Synset('disorganized.a.01')	['disorganized', 'disorganised']	-1.000	lacking order or methodical arrangement or function
1669246	s	Synset('broken.s.08')	['broken', 'confused', 'disordered', 'upset']	-1.000	thrown into a state of disarray or confusion
1669507	s	Synset('chaotic.s.01')	['chaotic', 'helter-skelter']	-1.000	lacking a visible order or organization
1669617	s	Synset('fucked-up.s.01')	['fucked-up', 'snafu']	-1.000	snarled or stalled in complete confusion
1669774	s	Synset('scrambled.s.01')	['scrambled']	-1.000	thrown together in a disorderly fashion
1669899	s	Synset('unmethodical.s.01')	['unmethodical']	-1.000	not efficient or methodical
1670037	s	Synset('unstuck.s.02')	['unstuck', 'undone']	-1.000	thrown into a state of disorganization or incoherence
1671336	s	Synset('uncoordinated.s.01')	['uncoordinated']	-1.000	lacking in cooperative planning and organization
1671509	s	Synset('unformed.s.02')	['unformed']	-1.000	not formed or organized
1671620	s	Synset('unincorporated.s.01')	['unincorporated']	-1.000	not organized and maintained as a legal corporation
1679055	a	Synset('organic.a.01')	['organic']	-1.000	relating or belonging to the class of chemical compounds having a carbon basis
1679459	a	Synset('organic.a.02')	['organic']	-1.000	being or relating to or derived from or having properties characteristic of living organisms
1679744	s	Synset('integrated.s.04')	['integrated', 'structured']	-1.000	resembling a living organism in organization or development
1679907	s	Synset('nonsynthetic.s.01')	['nonsynthetic']	-1.000	involving or derived from living organisms; free from chemical treatments or additives
1680836	a	Synset('atomistic.a.01')	['atomistic', 'atomistical']	-1.000	divided into separate and often disparate elements
1681607	a	Synset('disarranged.a.01')	['disarranged']	-1.000	having the arrangement disturbed; not in order
1681789	s	Synset('disarrayed.s.01')	['disarrayed']	-1.000	in disarray
1681882	s	Synset('disturbed.s.01')	['disturbed']	-1.000	having the place or position changed
1682073	s	Synset('misplaced.s.01')	['misplaced']	-1.000	put in the wrong place or position
1683667	a	Synset('unoriented.a.01')	['unoriented']	-0.333	not having position or goal definitely set or ascertained
1683908	s	Synset('alienated.s.01')	['alienated', 'anomic', 'disoriented']	-1.000	socially disoriented
1685377	a	Synset('disorienting.a.01')	['disorienting']	-1.000	causing loss of physical or intellectual bearings
1685706	s	Synset('confusing.s.01')	['confusing']	-1.000	causing confusion or disorientation
1685906	s	Synset('estranging.s.01')	['estranging']	-1.000	making one feel out of place or alienated
1686036	s	Synset('stunning.s.03')	['stunning']	-1.000	causing or capable of causing bewilderment or shock or insensibility
1686269	s	Synset('stupefying.s.02')	['stupefying']	-1.000	making physically stupid or dull or insensible
1691073	a	Synset('unorthodox.a.02')	['unorthodox']	-1.000	breaking with convention or tradition
1691302	s	Synset('dissentient.s.01')	['dissentient', 'recusant']	-1.000	(of Catholics) refusing to attend services of the Church of England
1691474	s	Synset('dissident.s.01')	['dissident', 'heretical', 'heterodox']	-1.000	characterized by departure from accepted beliefs or standards
1691687	s	Synset('iconoclastic.s.01')	['iconoclastic']	-1.000	characterized by attack on established beliefs or institutions
1691826	s	Synset('nonconforming.s.01')	['nonconforming', 'nonconformist']	-1.000	not conforming to established customs or doctrines especially in religion
1691975	s	Synset('reformed.s.01')	['Reformed']	-1.000	of or relating to the body of Protestant Christianity arising during the Reformation; used of some Protestant churches especially Calvinist as distinct from Lutheran
1704761	a	Synset('overt.a.01')	['overt', 'open']	-1.000	open and observable; not secret or hidden
1705655	a	Synset('covert.a.01')	['covert']	-0.333	secret or hidden; not openly practiced or engaged in or shown or avowed
1706986	s	Synset('secret.s.09')	['secret']	-1.000	indulging only covertly
1707084	s	Synset('collusive.s.01')	['collusive', 'conniving']	-1.000	acting together in secret toward a fraudulent or illegal end
1707404	s	Synset('secret.s.04')	['secret']	-1.000	communicated covertly
1716491	a	Synset('unpalatable.a.01')	['unpalatable']	-1.000	not pleasant or acceptable to the taste or mind
1716845	s	Synset('brackish.s.01')	['brackish']	-1.000	distasteful and unpleasant; spoiled by mixture
1716971	s	Synset('distasteful.s.01')	['distasteful', 'unsavory', 'unsavoury']	-1.000	not pleasing in odor or taste
1722965	a	Synset('partial.a.02')	['partial']	-1.000	showing favoritism
1723308	a	Synset('impartial.a.01')	['impartial']	-1.000	showing lack of favoritism
1723543	s	Synset('disinterested.s.01')	['disinterested']	-1.000	unaffected by self-interest
1723648	s	Synset('dispassionate.s.01')	['dispassionate', 'cold-eyed']	-1.000	unaffected by strong emotion or prejudice
1723856	s	Synset('indifferent.s.08')	['indifferent', 'unbiased', 'unbiassed']	-1.000	characterized by a lack of partiality
1724072	s	Synset('indifferent.s.07')	['indifferent']	-1.000	marked by no especial liking or dislike or preference for one thing over another
1727644	s	Synset('platonic.s.02')	['platonic']	-1.000	free from physical desire
1731786	s	Synset('existing.s.01')	['existing']	-1.000	presently existing
1731882	s	Synset('immediate.s.01')	['immediate']	-1.000	of the present time and place
1732012	s	Synset('instant.s.02')	['instant', 'inst']	-1.000	in or of the present month
1732131	s	Synset('latter-day.s.01')	['latter-day']	-1.000	belonging to the present or recent times
1736883	s	Synset('tolerant.s.05')	['tolerant', 'patient_of']	-1.000	showing the capacity for endurance
1737241	a	Synset('impatient.a.01')	['impatient']	-1.000	restless or short-tempered under delay or opposition
1737698	s	Synset('unforbearing.s.01')	['unforbearing']	-1.000	unwilling to endure
1740630	a	Synset('unpatriotic.a.01')	['unpatriotic', 'disloyal']	-1.000	showing lack of love for your country
1740772	s	Synset('un-american.s.01')	['un-American']	-1.000	considered contrary to the best interests of the United States
1743217	a	Synset('penitent.a.01')	['penitent', 'repentant']	-1.000	feeling or expressing remorse for misdeeds
1746114	a	Synset('unperceptive.a.01')	['unperceptive', 'unperceiving']	-1.000	lacking perception
1746292	s	Synset('blind.s.02')	['blind']	-1.000	unable or unwilling to perceive or understand
1750386	s	Synset('complete.s.02')	['complete', 'consummate']	-1.000	perfect and complete in every respect; having all necessary qualities
1752167	a	Synset('imperfect.a.01')	['imperfect']	-1.000	not perfect; defective or inadequate
1753249	s	Synset('irregular.s.05')	['irregular']	-1.000	falling below the manufacturer's standard
1772609	a	Synset('impermeable.a.01')	['impermeable']	-1.000	preventing especially liquids to pass or diffuse through
1773665	a	Synset('impervious.a.01')	['impervious', 'imperviable']	-1.000	not admitting of passage or capable of being affected
1774091	s	Synset('fast.s.05')	['fast']	-1.000	resistant to destruction or fading
1774191	s	Synset('acid-fast.s.01')	['acid-fast']	-1.000	not easily decolorized by acid solutions; pertains to micro-organisms (especially the tubercle bacillus that causes tuberculosis)
1774376	s	Synset('colorfast.s.01')	['colorfast']	-1.000	having color that is resistant to fading or running
1774483	s	Synset('greaseproof.s.01')	['greaseproof']	-1.000	resistant to penetration by grease or oil or wax
1774619	s	Synset('mothproof.s.01')	['mothproof', 'moth-resistant']	-1.000	resistant to damage by moths
1774720	s	Synset('proof.s.01')	['proof']	-1.000	(used in combination or as a suffix) able to withstand
1774869	s	Synset('resistant.s.03')	['resistant']	-0.333	impervious to being affected
1775034	s	Synset('corrosion-resistant.s.01')	['corrosion-resistant']	-1.000	impervious to corrosion
1775200	s	Synset('rot-resistant.s.01')	['rot-resistant']	-1.000	resistant to rotting
1775280	s	Synset('runproof.s.01')	['runproof', 'ladder-proof', 'run-resistant']	-1.000	(of hosiery) resistant to runs or (in Britain) ladders
1775420	s	Synset('soundproof.s.01')	['soundproof']	-1.000	impervious to, or not penetrable by, sound
1776974	a	Synset('psychoactive.a.01')	['psychoactive', 'psychotropic']	-1.000	affecting the mind or mood or other mental processes
1777822	s	Synset('psychedelic.s.01')	['psychedelic']	-1.000	producing distorted sensory perceptions and feelings or altered states of awareness or sometimes states resembling psychosis
1782519	a	Synset('impious.a.01')	['impious']	-1.000	lacking piety or reverence for a god
1782717	s	Synset('godless.s.01')	['godless', 'irreverent']	-1.000	not revering god
1785079	s	Synset('mitigable.s.01')	['mitigable']	-1.000	capable of being alleviated
1797148	a	Synset('planned.a.01')	['planned']	-1.000	designed or carried out according to a plan
1797862	a	Synset('unplanned.a.01')	['unplanned']	-1.000	without apparent forethought or prompting or planning
1798162	s	Synset('casual.s.04')	['casual', 'chance']	-1.000	occurring or appearing or singled out by chance
1798484	s	Synset('casual.s.02')	['casual']	-1.000	without or seeming to be without plan or method; offhand
1799035	a	Synset('unstudied.a.01')	['unstudied', 'uncontrived']	-1.000	not by design or artifice; unforced and impromptu
1801600	a	Synset('unpleasant.a.01')	['unpleasant']	-0.857	disagreeable to the senses, to the mind, or feelings
1802165	s	Synset('acerb.s.02')	['acerb', 'acerbic', 'acid', 'acrid', 'bitter', 'blistering', 'caustic', 'sulfurous', 'sulphurous', 'virulent', 'vitriolic']	-1.000	harsh or corrosive in tone
1802774	s	Synset('beastly.s.01')	['beastly', 'hellish', 'god-awful']	-1.000	very unpleasant
1802932	s	Synset('dour.s.02')	['dour', 'forbidding', 'grim']	-1.000	harshly uninviting or formidable in manner or appearance
1803247	s	Synset('dreadful.s.03')	['dreadful']	-1.000	very unpleasant
1803335	s	Synset('embarrassing.s.02')	['embarrassing', 'mortifying']	-1.000	causing to feel shame or chagrin or vexation
1803583	s	Synset('harsh.s.01')	['harsh', 'rough']	-1.000	unpleasantly stern
1803792	s	Synset('harsh.s.02')	['harsh']	-1.000	disagreeable to the senses
1804034	s	Synset('hot.s.12')	['hot']	-1.000	very unpleasant or even dangerous
1804422	s	Synset('rebarbative.s.01')	['rebarbative', 'repellent', 'repellant']	-1.000	serving or tending to repel
1804906	s	Synset('ungrateful.s.02')	['ungrateful']	-1.000	disagreeable
1805064	s	Synset('unhappy.s.03')	['unhappy']	-1.000	causing discomfort
1805889	a	Synset('displeased.a.01')	['displeased']	-1.000	not pleased; experiencing or manifesting displeasure
1806106	s	Synset('annoyed.s.01')	['annoyed', 'irritated', 'miffed', 'nettled', 'peeved', 'pissed', 'pissed_off', 'riled', 'roiled', 'steamed', 'stung']	-1.000	aroused to impatience or anger
1806483	s	Synset('exasperated.s.01')	['exasperated', 'cheesed_off', 'browned_off']	-1.000	greatly annoyed; out of patience
1806677	s	Synset('disgusted.s.01')	['disgusted', 'fed_up', 'sick', 'sick_of', 'tired_of']	-1.000	having a strong distaste from surfeit
1806992	s	Synset('frowning.s.01')	['frowning']	-1.000	showing displeasure or anger
1807075	s	Synset('offended.s.01')	['offended', 'pained']	-1.000	hurt or upset
1808822	a	Synset('displeasing.a.01')	['displeasing']	-1.000	causing displeasure or lacking pleasing qualities
1809019	s	Synset('disconcerting.s.01')	['disconcerting', 'upsetting']	-1.000	causing an emotional disturbance
1809245	s	Synset('exasperating.s.01')	['exasperating', 'infuriating', 'maddening', 'vexing']	-1.000	extremely annoying or displeasing
1809541	s	Synset('off-putting.s.01')	['off-putting']	-1.000	causing annoyance or repugnance
1812846	a	Synset('unpolished.a.01')	['unpolished']	-1.000	not carefully reworked or perfected or made smooth by polishing
1813183	s	Synset('rough.s.12')	['rough']	-1.000	not perfected
1814085	a	Synset('impolitic.a.01')	['impolitic']	-1.000	not politic
1823092	a	Synset('impossible.a.01')	['impossible']	-1.000	not capable of occurring or being accomplished or dealt with
1823475	s	Synset('hopeless.s.03')	['hopeless']	-1.000	certain to fail
1823574	s	Synset('impracticable.s.01')	['impracticable', 'infeasible', 'unfeasible', 'unworkable']	-1.000	not capable of being carried out or put into practice
1823948	s	Synset('out.s.03')	['out']	-1.000	not worth considering as a possibility
1824081	s	Synset('unachievable.s.01')	['unachievable', 'unattainable', 'undoable', 'unrealizable']	-1.000	impossible to achieve
1836350	a	Synset('impractical.a.01')	['impractical']	-1.000	not practical; not workable or not given to practical matters
1838253	s	Synset('fine.s.02')	['fine']	-1.000	minutely precise especially in differences in meaning
1842001	a	Synset('unpredictable.a.01')	['unpredictable']	-1.000	not capable of being foretold
1842198	s	Synset('aleatory.s.01')	['aleatory']	-1.000	dependent on chance
1842304	s	Synset('capricious.s.01')	['capricious', 'freakish']	-1.000	changeable
1842468	s	Synset('episodic.s.02')	['episodic', 'occasional']	-1.000	occurring or appearing at usually irregular intervals
1842643	s	Synset('unforeseeable.s.01')	['unforeseeable']	-1.000	incapable of being anticipated
1842763	a	Synset('premeditated.a.01')	['premeditated']	-1.000	characterized by deliberate purpose and some degree of planning
1843380	a	Synset('prepared.a.01')	['prepared']	-1.000	made ready or fit or suitable beforehand
